factor_0,factor_1,factor_2,factor_3,factor_4,factor_5,factor_6,factor_7,factor_8,factor_9,CUST_CODE
-0.007959068,0.06024849,0.022404777,0.03468659,0.068650946,0.048397567,0.0500152,0.0164544,0.019708646,0.036995735,CUST0000206721
0.23624192,-0.023304034,0.2966096,0.44184938,-0.03242841,0.45246717,0.40168035,-0.04536428,0.4022904,0.3678892,CUST0000206868
0.075190306,0.11675158,0.2173794,0.13910468,-0.046987943,0.16662735,0.06729273,0.12356532,0.19693586,0.09870898,CUST0000207778
0.4466106,-0.010439511,0.1389783,0.36974847,-0.11239296,0.41301,0.041293316,0.21777682,0.3409825,0.17974591,CUST0000208533
0.0026378038,0.0042524543,0.004729406,0.00077655993,0.0030844503,0.00016741788,0.0016157321,0.0072910828,0.00024094911,0.004757466,CUST0000208677
-0.00037595918,0.00287481,0.0019138438,0.0050858217,-0.00187196,0.0027229856,0.00026100743,-0.0017519038,-0.002532782,0.000334973,CUST0000208808
0.0016267477,0.00204634,0.0054534827,0.00024052923,0.001569087,0.003254894,0.0021955823,0.0026223762,0.0017968799,0.0019812342,CUST0000208854
0.0009172267,0.0015609342,0.00037914142,0.00016727074,0.00030690097,0.0044644326,3.7260626e-05,0.00011871858,0.001015944,0.0006388954,CUST0000208981
0.10706821,0.09651046,0.06542709,0.090013854,-0.001823179,0.13443795,0.013266863,0.05642306,-0.059772253,0.020309806,CUST0000209037
-0.00017581717,0.00018627042,-0.00010870833,0.00028662512,0.00010125089,0.00013762302,-6.281638e-05,0.00016411796,-9.215965e-05,0.00010248393,CUST0000209051
0.004516057,0.0036738743,0.0023819627,0.003612498,0.0010527807,0.000253921,0.0063921893,0.0069400403,0.002315255,-0.003024777,CUST0000209339
0.015821798,0.036390755,0.027544972,0.019033754,0.023669742,0.025326025,0.010575055,0.03331667,0.009021197,0.0042699086,CUST0000209646
0.11303501,0.104947016,-0.007972973,0.1257028,0.11143278,0.13601518,0.0861421,0.08149601,-0.0049779755,0.08546969,CUST0000210083
0.06371565,0.058455978,0.07120868,0.04219664,0.06991248,0.022176532,0.07787654,0.07196751,0.0626467,0.08690924,CUST0000211047
0.01619156,0.03236209,-0.004332869,0.012256847,0.009861025,0.023807233,0.0063087703,0.019089254,-0.0045842854,0.014035608,CUST0000211064
0.009105107,0.013754959,0.012069081,0.046049763,-0.003723346,0.015762212,0.009660007,0.011783512,-0.0024684952,0.00151622,CUST0000211321
0.0026830568,-0.00048597725,-0.0009112346,0.003978238,0.0038685359,0.0031601514,0.003582311,0.0014209274,0.0022040745,-0.0011197377,CUST0000211389
-0.0012568461,0.0031498203,0.0034766078,0.0130798025,-0.00488683,0.0004655766,0.008876298,-0.00090287207,-0.0013198275,-0.0049095172,CUST0000211407
0.056233097,0.054932095,0.092758276,0.009383152,0.11908976,0.010638705,0.13119775,0.07681296,0.10794565,0.106735565,CUST0000212016
0.004186865,0.009715198,-0.0031942257,0.016125752,0.0037342855,0.019475877,-0.0004888145,0.011622918,0.011896924,0.0140792895,CUST0000212148
0.009971197,0.034949932,0.024764936,-0.00080273463,0.040101808,0.0025296588,0.032467466,0.009330213,0.03244577,0.021697914,CUST0000212216
0.50945795,0.20518471,0.24083307,0.21780798,0.024004638,0.17217217,-0.053633496,0.2911797,0.04501597,0.050095,CUST0000212223
-0.0037556947,0.011257374,0.009792033,-0.0018142026,0.0032940297,0.0068237376,0.0068946066,0.0071181892,0.0037980136,0.0058094556,CUST0000212431
0.0916014,0.07775519,0.093741775,0.17245336,0.050676327,0.25952792,0.059574384,-0.025726309,0.0032398698,0.16220225,CUST0000212869
0.0013722419,-0.00083011686,0.0031486324,0.0031144419,0.0016962825,0.003420218,0.0010939636,0.0029436322,0.002691207,-0.00014979833,CUST0000213425
0.028731795,0.022790901,0.0009702588,0.031402618,0.01159752,0.045499757,0.005227338,0.01106384,0.01012008,0.0060037137,CUST0000213530
0.007652463,-0.0005305788,0.015540884,0.0121639585,0.00847151,0.014900949,0.009540602,0.006875453,0.024132209,0.016561046,CUST0000213878
0.00069883,0.00034401048,1.9710023e-05,0.00092553924,-0.0005276904,0.00091288163,0.00058665965,0.0002839741,0.0003587048,0.0007972368,CUST0000213897
0.039914764,0.042159878,0.123042166,0.0001844038,0.098606534,-0.017162029,0.09377454,0.101107545,0.04369673,0.028172059,CUST0000213955
-0.00029436848,0.008235298,0.021509856,0.003696755,0.003544948,0.008614504,0.0098979985,0.006003399,0.007002052,0.015890624,CUST0000213978
0.027175553,0.025132999,0.02565431,0.03210556,-0.0057709753,0.03107807,-0.008244941,0.037531253,0.036516357,0.032681994,CUST0000214212
0.06977195,0.028827773,0.052644335,0.0728232,0.0063353735,-0.014215554,0.089464925,-0.03597716,0.16422608,0.087295376,CUST0000214363
0.014847228,0.010726276,-0.0017674526,0.01023336,0.0013570584,0.01433627,-0.004941801,0.0006260242,-0.0031555041,0.0032482152,CUST0000214609
-0.0023241222,0.038030192,0.030972786,0.026351765,0.029340532,0.05120299,0.0074453913,0.009987141,0.0366686,0.033341292,CUST0000214716
0.079383105,0.05151768,0.0038851819,0.061157934,0.0045662294,0.05927888,-0.007875981,0.019525422,-0.008700534,0.018117806,CUST0000214748
0.06450342,0.11531556,0.014430514,0.096338965,0.006735439,0.15626797,0.02858245,0.03305768,0.057460394,0.09349257,CUST0000215116
0.024792612,0.0322115,0.049356,0.00033482985,8.545012e-05,0.029950332,0.021359073,0.014540821,0.009141912,0.008278488,CUST0000215521
0.044908326,0.060147498,0.17363767,0.08738236,0.123871714,0.18573868,0.17311081,0.113514535,0.1323821,0.100807324,CUST0000215621
0.11869747,0.060991548,0.047215834,0.068626136,0.05935447,0.07727793,0.08216462,0.10436608,0.17812319,0.019276924,CUST0000215689
0.0037117095,0.0027752721,-0.0022286572,0.001840996,0.0016283718,0.0016891444,-0.0038363547,0.0052133817,-0.00045440864,0.00039261873,CUST0000216101
0.0049107904,0.0044380687,0.000821345,0.0054174736,0.002602211,0.009607871,0.00046809786,0.0045107743,0.0033754758,0.004429474,CUST0000216317
0.0010457544,0.0026230768,0.0015896559,0.0011110024,0.0029141924,0.001137829,0.0005202186,0.00014737491,-0.00031340803,0.0007188483,CUST0000216551
1.872408e-05,1.3361069e-05,9.24492e-06,-2.4422168e-05,-1.5382411e-05,-1.6444863e-05,5.893224e-05,1.6121183e-05,3.456675e-05,-6.98344e-06,CUST0000217297
0.077637896,0.04811843,0.058039725,0.07311892,0.067758776,0.064039774,-0.004612384,0.10183246,0.022854302,0.04325044,CUST0000217478
0.0035855435,0.0020633657,0.0014193191,0.0022026552,0.0014635642,0.001368978,0.0006309441,0.0020109457,0.0021891333,0.0013235279,CUST0000217499
0.00021266722,0.00024031372,0.00033666342,0.00012589623,-0.0002775086,0.00040786865,0.000119538614,3.320558e-05,0.0007010722,0.00014610671,CUST0000217740
0.00638085,0.0516951,0.14677526,0.08907698,0.023611171,0.08829289,0.20287827,0.0027835537,0.11085089,0.104312584,CUST0000218237
0.1303941,0.07494717,0.15572643,0.020268962,0.24778607,0.17148256,0.29325807,0.140353,0.13742386,0.21524313,CUST0000218305
-0.0017315183,0.003381044,0.0006409,-0.0015749093,-0.0016187574,0.0014350442,0.002376257,0.0031573179,0.0021648305,0.00024478082,CUST0000218587
0.033547547,0.01724482,0.023991484,0.030989818,0.019254265,0.028927932,0.027805114,0.03060053,0.031573147,0.042908717,CUST0000218633
0.0073320786,0.005791719,-0.009472201,0.004037019,0.012596305,0.0029308745,0.0051365965,0.0048517203,0.00963541,0.014325301,CUST0000218956
0.0065853936,0.040118147,0.1828934,-0.02761407,-0.018243438,0.028644377,0.1175122,0.002947824,0.07735597,0.14608859,CUST0000219153
0.0026325004,0.004259645,-0.0016180364,0.010050755,0.0048581935,0.010999115,0.0024942595,0.0011807452,0.0011278663,0.009540827,CUST0000219249
0.011811432,0.0067184214,0.119665354,0.04793545,0.077558115,0.08088264,0.091017164,0.015889883,0.084499314,0.01317392,CUST0000219524
4.4273682e-05,0.00010441161,-6.4827764e-05,3.804956e-05,-8.593127e-05,-5.029625e-07,0.00010323888,2.3989607e-05,7.427728e-05,0.00018199309,CUST0000219536
-0.009155053,0.2736902,0.29084775,-0.18900964,0.45423096,-0.089014225,0.42854378,0.18402214,0.033822164,-0.011667624,CUST0000219699
0.0012047725,0.0013528587,0.0043298528,0.0038913058,0.0016989703,0.004203035,0.008228074,-0.0016623291,-0.00067654194,0.004213928,CUST0000219780
0.035644606,0.092691675,-0.014181274,0.024584236,0.07998237,0.06815665,0.035177853,0.05657235,-0.0076805446,0.021864766,CUST0000220115
0.22325669,-0.04031308,-0.0964949,0.38451266,0.27743855,0.17631263,0.48143163,0.14557219,0.2443431,0.0773728,CUST0000220331
0.0015635716,0.012615629,0.0025859955,0.010859352,0.007852573,0.014826412,0.005186255,0.006531494,0.0005637858,0.0070088506,CUST0000220595
-0.0024357596,0.0044003557,0.00567039,-0.0016027596,0.0007935457,0.002353074,0.00021360969,0.00029973238,0.0029011657,0.002969363,CUST0000220920
0.048936542,0.014893085,-0.012970731,0.05754934,0.06639051,0.0043772166,0.06768663,0.054166414,0.069659196,0.034986414,CUST0000221017
0.014134109,0.048899997,0.09454546,4.3445998e-05,0.14506379,-0.034229804,0.11406503,0.05369684,0.1359072,0.049238462,CUST0000221356
-0.0021612037,0.008866757,0.016605046,0.002736136,0.0124360025,-0.0051160213,0.010598331,0.009354839,0.009286169,0.007909628,CUST0000221361
0.0005389685,0.0005606331,0.0034512086,-0.00029280374,3.0610794e-05,0.0015465631,0.0016589628,0.00084410346,0.000726921,0.0018821645,CUST0000222195
0.059823778,0.06734249,0.053808033,0.05575105,0.0508885,0.106020145,0.0039557284,0.11561436,0.11104718,0.10528403,CUST0000222318
-0.0019321821,0.05596754,0.08359915,-0.008139431,0.068442814,0.0052248747,0.09749544,0.017973559,0.064674795,0.045973156,CUST0000223076
0.12586655,0.060177054,0.1790693,-0.0027580096,0.08515677,0.1315878,0.14116664,0.021094568,0.072630174,0.032284804,CUST0000223188
9.950074e-05,0.00020970829,0.001084907,2.0592764e-05,0.001174125,-0.00048446323,0.000705481,0.0008692251,0.00016977168,0.0003860734,CUST0000223323
0.025592603,0.020389333,0.04262588,0.016375754,0.00683061,0.04832677,0.0014683275,0.022176001,-0.001560637,0.021458864,CUST0000223725
0.0009460852,0.0053056786,0.00612295,0.0036339867,0.006436902,-0.00041501576,0.004508199,0.001788469,-5.625243e-05,0.0032335923,CUST0000223968
0.0022315567,0.064998075,0.27563354,0.0053885896,-0.009136378,0.07191906,0.1240672,0.06791905,0.15618698,0.13584931,CUST0000224145
0.2211173,0.072698,0.052549243,0.08631351,0.004920864,0.077849895,0.053931307,0.031145925,-0.03696701,0.07867477,CUST0000224335
0.0049337773,0.0036770594,0.00057899376,0.002086795,0.00047597595,0.004862032,0.00051601575,0.006634501,0.010094472,-0.00024119823,CUST0000224482
-0.018932316,0.06381893,0.0705515,0.095035896,0.14830601,0.0046823444,0.057348885,0.11002936,0.07278733,0.087788865,CUST0000224516
0.13486542,0.11211049,-0.0013026955,0.1714191,0.11759004,0.061772913,0.15172419,0.13292082,0.072353475,0.092931,CUST0000224524
0.0014458091,0.0009366218,0.0029119565,-0.00034312965,-0.00020613002,0.00311887,0.0010734254,-0.0013335226,-0.00031528814,0.00014869578,CUST0000224627
-0.0005731922,0.001280646,0.0024424798,-6.093332e-05,0.00037726574,0.00083956006,0.00088802254,0.0007163365,0.0007098511,0.00084149954,CUST0000224690
0.0053749513,0.004941074,0.01047654,-0.0034147399,0.00037582457,0.00093557534,0.008158534,0.007936682,0.0054577007,0.006362271,CUST0000224831
0.000791831,-0.0042399685,0.005090608,0.016584426,0.019209769,0.015654335,0.010668325,0.025808353,0.013781563,0.0061655464,CUST0000225040
0.055699207,-0.0052328836,-0.0209089,-0.0045349267,0.029101454,0.026399659,0.04547049,-0.020736502,0.017358514,-0.017557278,CUST0000225193
-0.0015250338,0.006535361,0.012611324,-0.0039176266,-0.0012430021,0.0074535483,0.005592297,0.00096037897,0.005345956,0.008622579,CUST0000225213
0.015861494,0.07175668,0.18747672,-0.005085376,-0.025821397,0.14240251,0.04207254,0.07660213,0.010045767,0.08241384,CUST0000225324
0.0027300264,0.0028689064,0.002930478,-0.0010105248,0.0028127339,-0.0009784757,0.0017509455,0.00061661034,-0.0011301842,-0.00082320935,CUST0000225331
-0.0012497759,0.002520215,0.0046762084,-0.000108713764,0.0007422604,0.0017128774,0.0019659344,0.0023353265,0.0019646036,0.0019368059,CUST0000225488
0.0006117203,0.0007406746,0.0011450975,-0.00028433517,-0.00096623733,0.0015635133,0.00023910162,0.0005389374,0.00023242089,0.001192575,CUST0000225582
0.016331617,-0.009168658,0.19430633,0.07064268,0.056529004,0.059226662,0.11466239,0.1202635,0.11676049,0.07842366,CUST0000225754
0.021656651,0.06291564,0.029965512,0.02163069,0.027084872,0.040436763,0.026954437,0.045572147,0.033639748,0.021009173,CUST0000225827
0.01810103,0.03436363,0.014846162,0.031111792,0.0044847294,0.04196978,-0.01631698,0.015017064,-0.011035839,0.011852511,CUST0000227013
0.0007709646,0.03104369,0.055811882,-0.007566387,0.019726077,0.009825666,0.026095698,0.016382119,0.018992322,0.028200146,CUST0000227053
0.00024464243,0.003959728,-8.565481e-05,-8.087253e-05,-0.0019583607,0.0018383522,-6.6372035e-05,0.0037650242,0.0037047467,0.0035913663,CUST0000227166
-0.0002639341,0.0009126193,0.0039146543,-0.0007064291,-0.0020792251,0.0043529943,-0.0002074571,0.0009398318,0.002695929,0.0050753434,CUST0000227265
0.064758375,0.065902576,0.028842382,0.16154385,0.097576514,-0.0041850777,0.10202577,0.043295186,0.12933318,0.12466822,CUST0000227536
0.12766255,0.07766498,-0.0352612,0.13603276,0.102014996,0.074882455,-0.0042263763,0.15089925,0.25955188,0.0898425,CUST0000227629
0.04836223,0.101198554,0.18591557,-0.029371627,0.15231152,-0.026362987,0.121174626,0.06537351,0.08179055,-0.0029454331,CUST0000228256
0.1448978,0.1011202,0.03665193,0.113019556,-0.0016506311,0.14952433,0.009726795,0.112877615,-0.00013065443,0.103493415,CUST0000228788
-0.0026712806,0.0068944506,-0.0010864703,-0.0014610582,0.0021047965,-0.00060678436,0.0027624303,0.0040184227,0.0016458818,0.0026055332,CUST0000228941
0.31821826,0.22856726,-0.0027243157,0.09107492,0.0711649,0.00044018586,0.051431887,0.33404472,0.41121048,-0.14664994,CUST0000228962
0.023893816,0.013734835,-0.0066587436,0.021527082,0.009016518,0.016168587,0.020439744,0.0125689,0.0064990455,0.013098141,CUST0000229117
0.049521275,0.024596611,0.009077984,0.039972417,0.05951857,0.005659103,0.007601763,0.041541394,0.044762794,0.031228276,CUST0000229149
0.025106933,-0.009839751,0.024515897,0.020849373,-0.0014410495,-0.0029497023,-0.010133762,0.016368749,0.014928574,0.0121093895,CUST0000229327
0.012173399,0.016873503,0.017715165,0.003072538,-0.00090162316,0.019069577,0.0026417954,0.0131981885,-0.0024512997,0.016260179,CUST0000229424
0.017205928,4.85321e-05,0.012400244,0.010624085,0.0033941003,0.011515404,0.0031221025,0.0035583011,-0.001784748,0.01447873,CUST0000229532
0.019892806,0.0045391326,0.008985904,0.019357637,0.010869637,0.014442711,0.0053017605,0.018670613,0.020026231,-0.0014699539,CUST0000229599
0.06247371,0.1087253,0.09698804,0.118898645,-0.0037515608,0.17616162,0.11401204,0.054887522,0.10034635,0.1349401,CUST0000231131
0.067145154,0.032767985,0.041836396,0.061695904,0.028813573,0.05576663,0.00042193782,0.07293359,0.057754684,0.053413577,CUST0000231364
-0.037296563,0.0684506,0.113504395,0.06420111,0.040124606,0.044781685,0.06401997,0.050296932,0.1568337,-0.016551182,CUST0000231774
6.224176e-05,0.00012136494,0.00073358795,5.673014e-05,0.00024792206,0.00017254519,0.00022432761,0.00017991706,0.00041970433,0.00047348556,CUST0000231954
0.010286089,0.011561351,-0.007624826,0.015379625,0.0026993547,0.006995123,0.0012423064,0.0028080707,0.015539965,0.018368024,CUST0000232167
0.098476134,0.072239116,0.051181335,0.090968244,-0.034720838,0.12299439,0.020603493,-0.016136976,-0.03618554,0.060622077,CUST0000232172
0.0114991395,0.029733472,0.025032118,0.008743164,0.038911026,0.01222559,0.011412418,0.018220311,0.016906071,0.009796655,CUST0000232876
1.404625e-05,0.00020830089,-0.00024059079,0.00028757812,0.00023168178,-0.0002299635,1.4661721e-05,0.0004088916,-1.4264757e-06,0.0001606842,CUST0000232995
0.06549124,0.12517187,0.11110674,-0.012086446,0.062961064,0.07113202,0.036283232,0.099590205,-0.01037443,0.047962405,CUST0000233205
6.337667e-05,0.023513105,0.07367202,-0.013513094,0.029917754,0.013565418,0.034001734,0.006588819,0.010125501,0.038212366,CUST0000233658
0.23326942,0.0672467,0.048681993,0.33112627,0.08560808,0.32680935,0.01887514,0.37207714,0.22540052,0.22371858,CUST0000234190
0.0049117426,0.004058313,0.0049978546,0.0021168888,0.009513842,0.006742053,0.0015281079,0.007038357,-0.0007096114,0.0010192769,CUST0000234349
0.0016919165,0.14238483,0.007612786,0.030135872,0.12807515,-0.08468479,0.10502598,0.11967177,0.092570834,0.04722347,CUST0000234511
0.016824314,0.09194831,0.10304485,0.009265759,0.14114441,0.011160966,0.040342033,0.07625528,0.040691216,0.05189211,CUST0000235664
0.00053583784,0.0036598197,5.9378213e-05,-0.00079017936,0.00127668,0.00061734166,0.001599839,0.002374305,0.0056585995,0.0030945297,CUST0000235758
0.00705084,0.024708057,0.07024334,0.0022484404,0.017386382,0.022391059,0.025019327,0.030389607,0.027067196,0.026452953,CUST0000235779
0.1852848,0.09724046,0.014193866,0.088490576,0.15070163,0.14173117,0.18832503,0.3020418,0.31084886,0.20831704,CUST0000236124
0.097486876,0.15410806,0.25730658,0.020537259,0.044639785,0.08413483,0.19180831,0.10313861,0.15956333,0.05196973,CUST0000236697
0.00021838839,0.0014736952,-0.00017111399,0.0009462202,0.0006281866,0.0004419716,0.0004149549,0.000690661,0.0005996623,0.00081527594,CUST0000237694
0.0026304557,0.0034808605,0.0033038175,0.0049766493,0.0007327571,0.004920556,0.013460538,0.0033233329,0.0066771824,0.013570123,CUST0000238094
0.0005456229,0.0005737052,0.0051958906,-0.00081911456,0.0016797842,0.0026285702,0.003128465,0.0003807903,-4.593804e-05,0.0022813426,CUST0000238146
-0.057176035,0.2380269,0.40546286,-0.15432616,0.30869713,0.0797257,0.522465,0.19142298,0.27000737,0.047136255,CUST0000238658
0.014584273,0.023890752,0.025255637,0.020103266,0.006143082,0.021551397,-0.00076960784,0.031911973,-0.0020893016,0.019678311,CUST0000238866
0.11622036,0.091944106,0.026475327,0.048474118,0.03132883,0.13098091,0.06493471,0.08485833,-0.002144087,0.041585334,CUST0000238956
-0.02076016,0.044608474,0.10536319,0.002856461,0.08386519,0.015997438,0.056323376,0.031927854,0.078312255,0.0041641756,CUST0000239683
0.03561115,0.12776008,0.08915318,0.034828916,0.032616276,0.08806785,0.12919697,0.04249941,0.13592988,0.15102984,CUST0000239699
-0.0016417202,0.0015019864,0.0011842041,0.00014305767,0.00028203055,0.000939457,0.0030814481,0.0038409247,0.0040838243,0.0024388065,CUST0000239729
0.10145335,0.07765539,0.18528165,-0.02959371,0.044421196,0.067765005,0.14010209,0.21370393,0.14829256,0.16351904,CUST0000239986
-7.359348e-05,0.003467495,0.00524754,-0.0005961465,4.860118e-05,0.0012288638,0.0055414457,0.0014179103,0.0057442216,0.0036010172,CUST0000240185
0.10378615,0.10789701,0.10368659,0.13129379,0.043553196,0.092639774,0.22070882,0.12519255,0.046764303,0.16136786,CUST0000240228
-0.0003899804,0.0013507238,0.0022053195,-3.787027e-05,0.0015851959,-0.00016224751,0.0010543659,0.0007805298,0.0002764342,0.00039736595,CUST0000240244
0.010382637,0.0935044,0.10622557,-0.021068431,0.15821433,0.06175443,0.10598091,0.027045052,0.053379692,0.0918163,CUST0000240277
0.36069658,0.2074579,0.16188687,0.13715824,0.2625223,-0.15138686,0.16289882,0.105563745,0.2157872,0.31264466,CUST0000240308
0.053120863,0.024775706,0.0021388747,0.04078399,0.0072265305,0.023998097,0.009532618,0.0010533476,0.048245113,0.023507725,CUST0000240613
0.006862049,0.01367294,0.005194212,0.019085502,0.023308538,0.010928418,0.02972339,-0.0025190199,0.024930818,0.0170612,CUST0000240651
0.049822483,0.04581703,0.00579975,0.03571538,0.14509302,0.014069489,0.08278884,0.08747613,0.07001758,0.075097226,CUST0000241252
0.05250659,0.075043686,0.1948105,0.0138163045,0.10939237,0.10030936,0.064802684,0.07546754,-0.012489162,0.042357598,CUST0000241254
0.0052172253,0.001035299,3.0256218e-05,0.006045364,0.0038895514,0.0006796754,0.0009564988,0.0068453895,0.004026017,0.005546835,CUST0000241476
-0.0013648026,0.0014489531,0.001987994,0.0061297244,-0.00044061398,0.001322967,0.0017888854,0.005019883,0.0038650047,-0.0017144344,CUST0000241522
0.00020631931,0.0013893557,0.0027236892,0.00093874516,0.00040389833,0.0017121444,0.002064582,0.0022300691,0.0013656665,0.001527653,CUST0000241970
0.022439022,0.022745812,0.02137523,0.03336622,0.047621824,-0.01100959,0.03720704,0.055991866,0.028686384,0.016655557,CUST0000242140
-0.004651494,0.008730409,-0.0017779468,0.020762168,0.016383454,0.0041877646,-0.00037730226,0.011466687,0.0054865293,0.012160817,CUST0000242357
0.16003825,0.12967391,-0.05139271,0.075366184,-0.09089184,0.23553619,0.055885237,0.03821972,0.27147007,0.253485,CUST0000242508
0.0023801497,0.00066719495,9.974533e-07,0.003140507,0.002306358,-0.00011059726,0.0026062517,0.0016338871,0.0014036252,1.856307e-05,CUST0000242769
0.13727757,0.04438509,0.003700918,0.103810355,0.09912164,0.1083822,0.089932196,0.032279924,0.010638511,0.060392868,CUST0000242953
-0.09804072,-0.0052898303,0.19993125,0.35904372,-0.01649649,0.15499546,0.1805591,0.048923686,0.32462573,0.17511898,CUST0000243024
0.0003120978,0.006656401,0.0043827477,0.008642635,-0.0004610924,0.007030343,0.008650303,0.013574374,0.0067497245,0.0070564146,CUST0000243335
-8.186681e-06,0.0006993305,-0.000377499,0.00048217326,-0.00023136749,0.00047660482,-0.00010725019,0.0005580618,0.00033610276,0.00052578317,CUST0000243706
0.012621869,0.008616049,-0.0061693685,0.016374452,0.012092773,0.014498889,0.016680727,0.00821545,0.016956545,0.0126909595,CUST0000244127
0.024163889,0.019895462,0.0051947376,0.015245418,0.0123025905,-0.0032362626,0.015593753,0.017478097,0.007324466,0.019564398,CUST0000244418
0.0005199199,0.0008718697,-0.0017077521,3.4488647e-05,-9.3631344e-05,0.0008379684,0.0007833466,-8.9993e-05,0.0011097069,-6.2808176e-05,CUST0000244450
0.0031401722,0.047820963,0.087811664,-0.010808476,0.07282114,-0.023546988,0.06398966,0.023952233,0.045631453,0.046773106,CUST0000244654
-0.020941975,0.13939431,-0.05603222,-0.013070503,0.0056776493,0.0068744174,0.0305927,0.16003162,0.044904612,0.038119067,CUST0000244913
0.0005898855,0.02448009,0.013496289,-0.0026032056,0.025809549,-0.0039760987,0.007212864,0.0022228705,0.011072265,0.020191293,CUST0000245024
0.013598321,0.0028421117,0.0019874368,0.02726876,0.013671973,0.023703607,0.01671321,0.010553892,0.030934423,0.014891332,CUST0000245743
0.0046870303,-0.00056265236,-0.0014462807,0.0018040313,-0.00018160396,0.0008880227,0.0025070116,0.004688745,0.005556003,0.0027463026,CUST0000245750
0.0062124007,-0.0070555774,0.0027092516,0.0104087265,0.0022852372,-0.007910806,0.0003674293,0.011293396,0.011731676,0.0025666931,CUST0000246087
0.0063850265,0.008901054,0.00022620484,0.020499509,-0.0010220016,-0.00040124936,-0.0009111378,-0.0036516152,0.014549116,0.012879376,CUST0000246094
-0.0005260476,0.0015992648,0.0020103275,-0.00057262514,-0.0004629651,0.00088772306,0.0008977972,0.00095575483,0.002408917,0.002021509,CUST0000246289
0.02643781,0.06992635,0.04969077,0.061339516,0.0868826,0.0034244491,0.08986932,0.03072632,0.1033058,0.116926506,CUST0000246937
-0.009010983,0.021115046,-0.010362866,0.02722513,0.029875793,0.0004889797,0.021081967,0.023213925,0.031370938,0.023665182,CUST0000246949
-0.059876762,0.0684652,0.17535974,0.0035137509,0.073522694,0.07729116,0.041506685,0.11441061,0.063727535,-0.026444431,CUST0000247100
0.0018934038,0.004201102,0.0128549505,0.0007023914,-0.00094996276,0.00780265,0.0056198374,0.0048297015,0.0028305738,0.0063184383,CUST0000247910
-0.0033899602,0.00666451,-0.007285109,0.0002717878,-0.0012606537,0.0011155674,0.00724599,0.009764771,0.004960923,0.0016402255,CUST0000248193
0.007858658,0.008977809,0.008608023,0.0003291221,0.008238296,0.009832857,0.009939899,0.012517762,-0.0011915894,0.0018913164,CUST0000248231
0.002592756,0.0007208846,0.004964263,0.0018987942,3.4380497e-05,0.0025229098,0.003088935,0.0046327896,0.00065027026,0.0013632736,CUST0000248266
-0.01386605,0.0061508915,0.09537938,0.028910378,0.029908823,0.043004364,0.07720442,0.042371694,0.05755628,0.020872077,CUST0000248273
-0.032866742,0.08267663,0.08867237,0.040105753,0.08635781,-0.01261281,0.11150928,0.06372741,0.054841686,0.117289856,CUST0000248288
0.03485322,0.069503695,0.08796146,0.034956582,-0.019921318,0.10327547,0.005088797,0.028433114,-0.005259712,0.067939565,CUST0000248441
0.0002084286,0.0013158596,0.0025559375,0.00022445119,0.0023742104,0.0003503149,0.0016009086,0.00038703112,0.0015274909,0.0013872175,CUST0000248760
0.1306613,0.099523686,0.0046369527,0.13850664,0.04411602,0.21905962,0.051083416,0.051229853,0.019734027,0.08264039,CUST0000248944
-0.013073445,0.049332332,0.05134592,0.0022432732,-0.0039457744,0.053698096,0.00390476,0.029114505,0.042178717,0.075693935,CUST0000249526
0.009896332,0.0056792446,0.0043567866,0.0025307657,-0.0011942453,0.007366032,-0.0051880423,0.007178783,-0.0049918215,-0.004158158,CUST0000249573
0.05576741,0.027264735,0.039563313,0.024328142,0.020583216,0.036008634,0.009826394,0.060781106,-0.0010882881,0.00342481,CUST0000249577
-0.01771322,0.065788455,0.12221571,0.002644728,0.1323663,0.0066085,0.06022375,0.061916344,0.045141716,0.019065578,CUST0000249608
0.0014301897,0.0014707659,-0.0021206024,0.0031724507,0.0020381084,0.0022476867,-0.0007551937,0.0023299076,0.0010367777,0.002407572,CUST0000249643
-0.02246215,0.05989073,0.0505257,0.063105695,0.11280883,0.01725903,0.032313,0.08104993,0.05451052,0.0346463,CUST0000249670
-0.00026693413,0.0005505337,0.0012042295,-1.9667204e-05,0.00042771536,0.0006226481,0.0008391919,0.0006991824,0.00069262035,0.00041698152,CUST0000249820
0.057940476,0.06680546,0.14489521,0.001585991,-0.04494289,0.12123114,0.045949176,0.04854661,0.098750256,0.10308763,CUST0000249946
0.013987224,0.010777554,0.021861818,0.009953145,0.020268688,-0.00054755516,0.01813748,0.025773676,0.018650891,0.020568525,CUST0000250135
0.008470363,0.17607827,0.26411265,-0.06769916,0.08524715,0.10477811,0.20852342,0.061786637,0.21663481,0.0808393,CUST0000250864
0.029475335,0.019761134,0.004348433,2.9798817e-05,0.014078125,0.005843175,-0.008941135,0.030302988,0.009195532,0.022939187,CUST0000251322
0.53058547,0.2964222,0.19356613,-0.10181295,0.5352021,-0.031615715,0.5426323,0.28711954,-0.0029374484,-0.042476222,CUST0000251863
-7.470493e-05,0.0034177005,0.004653422,0.0013109382,5.9006717e-05,0.00267341,0.0009777106,0.0005041206,0.0011857139,0.0006957386,CUST0000251916
0.04941646,0.049206972,0.09133801,-0.0037363921,0.09861345,0.03817672,0.09661262,0.055020668,0.09382605,0.015354723,CUST0000252228
-0.0020444123,-0.0033675905,-0.0019162614,-0.007863156,0.0064747497,-0.00591369,0.012454289,0.016256439,0.0051929383,0.009848731,CUST0000252338
