factor_0,factor_1,factor_2,factor_3,factor_4,factor_5,factor_6,factor_7,factor_8,factor_9,PROD_CODE
0.0040722927,0.0016187992,0.07031345,-0.03566144,0.07342684,-0.036001556,0.08734094,0.023095028,7.1688395e-05,0.03777383,PRD0901944
0.06571093,0.124693334,-0.068233564,0.110872075,0.12194475,0.18016769,0.13453759,0.15779853,0.14291099,0.094690196,PRD0901950
0.019736184,-0.012863995,0.14624462,0.04297533,0.023208244,0.053147245,0.059994657,0.10350455,-0.0037966354,-0.072675385,PRD0901960
0.021054689,0.09687987,0.054831997,0.19153729,-0.05790844,0.009838316,0.09002108,0.02145726,0.0156144705,-0.018550154,PRD0901965
0.00436466,0.022755187,0.04243634,0.009028939,0.063804,-0.0004374123,-0.0026563818,-0.00989008,0.015135484,0.013670526,PRD0901987
-0.019295456,-0.00711614,0.11238644,0.045852996,-0.017781831,0.07302108,0.012732834,0.06806047,0.07086231,0.05198036,PRD0901993
0.047650304,0.036839064,0.010173262,0.04827456,-0.019104896,0.027429665,-0.005576555,0.010693007,-0.005007798,-0.012536785,PRD0902088
-0.013806934,-0.0025855002,0.058369007,-0.01271203,0.02662444,0.03253884,0.018674372,0.048525706,0.03619723,0.04296612,PRD0902101
0.064180255,0.03356874,0.06966702,0.05106409,0.02469274,0.048973035,0.0785953,0.0010048425,-0.02488936,0.069193035,PRD0902127
-0.0032662146,0.012153576,0.012773296,-0.00071767217,0.0023949095,0.0043909186,0.012329752,0.0038755958,0.0018366057,0.009740133,PRD0902130
0.06664319,0.038826097,0.119185895,0.024321506,0.14902624,-0.040519033,0.14530343,0.056735005,-0.06515778,0.11390738,PRD0902137
0.081208706,0.04398106,0.01588907,0.046699617,0.013077273,0.100426085,-0.031700663,0.0036375693,0.029162884,0.005975227,PRD0902138
-0.043969475,0.11196013,0.054128226,-0.04350271,0.11798478,-0.050612725,-0.010809327,0.013823714,0.09005964,0.017392553,PRD0902189
0.0057366844,0.007576209,0.0076995287,0.00032738064,-0.003789996,0.0129520325,0.0037870905,0.0033187051,0.005433076,0.0130138835,PRD0902248
0.09091407,0.056002527,0.04218305,0.13115624,0.05974687,0.10097138,0.2758227,0.019221826,0.4283376,0.2513231,PRD0902345
0.11586845,-0.006350208,0.07701833,0.06147894,-0.018743591,0.12774429,0.007658838,0.10376223,-0.009546095,0.038967438,PRD0902347
0.0057489886,0.003940687,0.024058182,0.0008276456,-0.0040280228,0.01702113,0.0027392034,0.014644847,0.047965247,0.023255575,PRD0902358
0.00599865,0.010137644,0.08231071,0.018124754,-0.030486101,0.031883717,0.03972128,0.0045967014,0.07069127,0.03710962,PRD0902368
0.039847825,0.12661162,0.07493006,0.08429135,0.010761226,0.09872421,0.022901133,-0.031310767,-0.034540668,0.16599074,PRD0902384
0.064282954,0.16173466,-0.030097846,0.10195569,0.0515664,0.13915163,-0.02792187,-0.046184525,-0.053260535,0.078357734,PRD0902388
0.104565226,0.007233705,0.011873659,0.19327891,0.07692956,0.1204557,0.15373363,0.098564714,0.11768527,0.08834589,PRD0902391
0.016794125,0.0206849,0.055115566,-0.010445613,0.030834476,-0.054487217,0.022264363,0.027377062,-0.010482457,-0.008832392,PRD0902396
0.026587157,0.03808267,0.021676656,0.0016063898,0.0012910055,0.004379717,0.01989907,0.0023341677,-0.004797841,-0.021280853,PRD0902419
0.0109648565,0.006104187,0.017878495,0.0018021477,-0.0143926535,0.02223765,-0.0036222222,0.0006563865,-0.0035841642,0.009145259,PRD0902476
0.015416825,0.08816487,-0.012492436,0.013720661,-0.0039328616,0.039585114,0.031272292,0.043555144,0.03201403,0.02028949,PRD0902507
0.0012300448,-0.017715247,-0.003365634,0.0074463305,-0.015323128,0.022186002,0.013784862,-0.0113715585,0.066473134,0.036665127,PRD0902517
-0.008191168,0.022085939,0.051664706,0.019868743,-0.0033896023,0.01378708,0.011265376,-0.028899182,0.040980253,0.00826692,PRD0902525
0.049945854,0.019486247,0.036131784,-0.003482906,0.010192599,0.032051403,0.08800133,0.0607102,0.0280143,-0.011443382,PRD0902531
0.018325254,0.05714894,-0.008785936,0.06871925,0.013786884,0.06627618,0.015569274,0.027483542,0.05567722,0.07016011,PRD0902536
0.105421826,0.07223905,0.0869988,0.005459338,0.07613437,0.014422125,-0.0014861848,0.0986146,0.06612529,0.004760781,PRD0902539
-0.018107723,0.017835602,0.045763638,-0.0059318575,-0.021573473,0.020575412,0.0011735158,-0.010891269,0.018656803,0.03468126,PRD0902544
0.07853354,0.02766152,-0.055797152,0.023689045,0.07232447,-0.06591844,0.019444706,0.055685222,0.047866054,0.11347966,PRD0902549
0.021199748,0.034384657,-0.0058782957,0.010703668,-0.042318754,-0.0008047374,0.023182383,-0.01385583,0.0930575,0.022037795,PRD0902553
0.090367496,0.028730664,-0.078498594,0.16891523,0.037196,0.033917528,0.10821515,-0.00025761282,0.03848847,0.03601108,PRD0902600
-0.017028647,0.040728834,0.055605955,-0.0015945076,0.101475924,-0.05035045,0.020644909,0.050093707,0.07514182,0.030024804,PRD0902624
0.1829751,0.19830725,0.27733943,0.021147612,0.112632826,0.029795337,0.1713322,0.24415223,0.05320584,0.027458772,PRD0902653
0.00012270315,0.0006436791,0.00059962255,-0.00010294001,0.0004937131,0.00020881355,0.00045392255,0.0005476414,0.0006936287,0.0004353829,PRD0902660
-0.049717262,0.21865709,0.102733955,-0.054518767,0.27957192,-0.093842916,-0.06979692,-0.0014990395,0.20288146,0.016799122,PRD0902678
0.17102548,0.08128547,0.20072365,0.029052706,0.21286544,-0.13902274,0.16601822,0.13493605,0.07324231,0.0332984,PRD0902720
0.0835617,0.020961529,-0.008524234,0.06477511,-0.0175949,0.064890675,0.023291226,0.083322726,0.07030122,0.07233285,PRD0902775
0.0077476674,0.0031145501,0.014594998,0.021179676,0.00078379404,0.037637558,0.002107413,-0.01527743,-0.013419146,0.02155706,PRD0902816
0.12083284,0.022757,0.07064486,0.19469878,0.2174559,0.118549764,0.09612445,0.15805271,0.02256936,0.10444428,PRD0902832
0.024485048,0.029554708,0.07963231,0.0024764743,-0.005781608,0.08151254,0.009022963,-0.016219638,-0.019520134,0.029191464,PRD0902835
-0.015644455,0.005770765,0.05967394,0.049817864,0.033387512,0.016505945,0.05120912,-0.0030505166,0.028013196,0.036315184,PRD0902892
0.03465629,0.014873214,0.019305239,-0.012548726,0.0086417,0.02383399,0.03349079,0.07566332,0.02375389,-0.04722225,PRD0902899
-0.0049290727,-0.011682414,0.05480998,-0.04936144,0.020487305,0.023464441,0.06374861,0.035990734,0.046423957,0.06204353,PRD0902906
0.022830822,0.03021337,0.04738002,-0.016162848,0.0004191449,0.08989136,0.081756026,-0.0051827575,0.08923567,0.011303679,PRD0902919
-0.010641814,0.06908464,0.026022196,0.013733626,0.061327606,0.042733204,-0.018322421,0.0076703457,0.14709698,0.042941272,PRD0902933
0.16770579,0.052685946,0.04006535,0.07552373,0.11215316,-0.0152495215,0.04284788,0.059863593,0.014563429,0.036564786,PRD0902945
-0.009967207,0.027680494,0.021673584,0.0044480013,0.040034052,-0.045388635,0.046785593,0.028286926,0.013423433,0.018721953,PRD0902951
-0.047589157,0.09938526,0.09290813,-0.016413946,0.12663388,-0.004718511,0.14435339,0.022396397,0.12486098,0.022595827,PRD0902998
0.08675039,0.041286796,0.009108446,0.021841848,0.041779533,0.1801383,-0.036459725,0.0013236422,-0.03570855,0.016066233,PRD0903016
0.02769658,0.010450665,0.0009380731,0.00012908771,0.036281105,0.025326518,0.05422634,-0.027483283,0.0150977345,0.027544811,PRD0903019
0.21741863,0.018399414,-0.13887033,0.11492995,0.1247597,0.2120415,-0.005885567,0.17057106,0.16664298,0.058124896,PRD0903028
0.13919666,-0.02394772,0.073019914,0.02693556,0.018996496,-0.059958126,-0.0019962438,0.01704392,0.0076885363,-0.06315744,PRD0903034
0.023836099,0.0021974675,-0.024136458,0.027862176,0.027045632,0.020770483,0.02130936,4.321701e-05,0.041614138,0.021121778,PRD0903057
0.043880686,0.022133054,0.07335925,0.04010659,0.011851236,0.06748172,0.048056837,0.030266127,0.0142888175,-0.04426976,PRD0903098
0.016993202,0.028602121,-0.0092091,0.024269529,0.052655563,-0.056687415,0.03185097,0.012769337,-0.008583569,0.053488843,PRD0903110
0.009070216,0.03902991,0.07631287,-0.002545894,0.014098609,0.009197624,0.05975726,-0.010414885,0.021438034,0.035289947,PRD0903135
0.06327721,0.0049947714,0.007200692,0.031787653,0.027523752,0.004500908,0.04314378,0.06739236,0.077277794,0.035584632,PRD0903169
0.012989385,0.03263131,-0.025575075,0.08499375,0.06595593,-0.00954816,-0.11445056,0.043669745,0.06678926,0.07098611,PRD0903170
0.003914267,0.17228468,0.010785085,0.14230034,-0.05878808,0.080105335,0.013356133,-0.12803291,0.12507197,0.20972538,PRD0903285
0.0005722569,0.0005799309,0.00067546515,0.0006783674,0.00077979674,0.00011707296,0.0009787631,0.0004584847,0.0008256717,0.0009625585,PRD0903296
0.03486412,0.022317389,0.036458634,-0.0025308982,0.027104959,-0.027657978,0.08429544,0.04339593,0.027569935,0.0016986184,PRD0903314
-0.031220617,0.008745081,0.0032923378,0.106836416,-0.006468505,0.051717713,-0.0061903885,0.056867134,-0.016635938,0.118698984,PRD0903350
0.040495537,0.030947868,-0.021267558,-0.004206763,0.031461738,0.018480644,0.0074169617,-0.013294055,0.03422894,0.0071166516,PRD0903356
0.05929634,0.013629682,0.03438586,-0.025748394,0.025751274,0.034212325,0.116274774,0.04692155,0.07621427,0.05600054,PRD0903364
0.049219627,0.053017966,0.028603705,0.014878406,0.040132344,0.008314152,0.025375906,-0.010474733,0.019358069,0.018295135,PRD0903446
0.078415714,0.087369405,-0.0022200912,0.054002542,0.040306654,0.16649742,-0.017466461,0.064265005,-0.0054872455,0.05772376,PRD0903484
-0.006001055,0.036115382,0.04911856,-0.0070353285,0.081797466,-0.012399997,0.038994595,-0.020132827,0.0599499,0.042833216,PRD0903513
0.015226026,0.027427899,0.012788625,0.073047295,-0.0016278314,0.050533995,0.014964569,0.008248376,0.015049864,0.040817183,PRD0903516
-0.021465307,0.08481145,-0.034461297,0.13080864,-0.031533297,0.08645114,0.04242988,0.0349023,0.13322751,0.20151365,PRD0903558
-0.0031879253,0.026412146,-0.006166511,0.01985268,-0.0137574375,0.0039551253,-0.0010509171,-0.007343276,0.022987887,0.017356006,PRD0903577
0.13807999,0.05121645,0.012198839,0.11837288,-0.02789797,0.14834444,-0.035019245,0.023415495,-0.008910188,0.06569111,PRD0903617
0.104833454,0.14743571,0.052342188,0.055230837,-0.04079169,0.1679297,0.023220854,0.07144375,0.06367087,0.02824855,PRD0903633
-0.055843934,0.057128277,0.02687766,0.09511155,-0.0034008517,0.062193986,-0.018514605,0.040912803,-0.002298178,0.12286899,PRD0903639
0.06126692,0.066389196,0.08935118,-0.08402887,0.084749475,0.09784628,0.06290464,0.04967802,0.15684666,0.021229632,PRD0903672
0.122498736,0.09834779,0.11982763,0.07338382,0.047071807,0.2947981,0.029037755,0.11343791,0.1364624,0.17371725,PRD0903702
0.072727956,0.17438917,0.02504097,0.2601928,0.035199825,0.0244517,-0.042730033,-0.059411757,0.14934768,0.107403174,PRD0903721
0.20560177,0.15736267,0.17149162,0.06771587,0.07752517,0.08230882,0.22951826,0.40028468,0.18658322,0.4087584,PRD0903741
0.03334049,0.14699945,0.1298737,0.055323876,-0.034499418,0.1306267,-0.0054098396,0.0352142,0.05955667,0.24721222,PRD0903745
0.045775395,0.073302396,0.044594623,-0.010468298,0.1440958,-0.11320532,0.09893085,0.051558234,-0.001547662,0.10694905,PRD0903787
-0.013143127,0.02241672,0.042081956,-0.0078037814,0.003233586,-0.017706126,0.016441397,-0.03603614,0.061436523,0.028132625,PRD0903841
0.027174048,0.11510895,0.0035311475,0.11224553,0.026117597,0.0608864,0.0058706068,-0.11225538,0.0013607139,0.11093197,PRD0903849
-0.005716039,0.03983039,0.036940966,0.09244527,0.034658495,0.04014689,0.01786782,0.07215215,-0.00058374176,0.059870955,PRD0903854
0.13398372,0.09203914,-0.04943071,0.104092404,0.1234172,0.0476053,-0.0061341706,0.09070483,0.059391227,0.022005968,PRD0903883
0.058392413,0.0623229,-0.020728754,0.027903976,-0.0001840874,0.13495253,0.034616563,0.058825172,0.008828863,0.05972148,PRD0903896
-0.0024428526,-0.020181797,-0.015077516,0.069931746,0.057304014,0.026661983,0.019399658,0.009013541,0.030658634,0.0071914233,PRD0903913
0.009091429,0.018753543,0.008992469,-0.0150629375,0.0130498195,-0.0034106385,0.056853823,0.041088246,0.035816915,0.032001927,PRD0903922
0.06475649,0.080549434,-0.0099941315,0.061741203,0.09238531,-0.031010099,0.00045570254,0.062041122,0.0032356093,0.058641255,PRD0903939
0.0167628,0.04620218,0.08716885,0.007926013,0.048409536,0.07169086,0.034756552,0.022392256,0.07851261,-0.0045920075,PRD0903941
0.055248186,0.06958111,0.13073018,-0.013844165,0.0011384777,-0.020568388,0.11571042,0.025905805,0.00993595,0.018889705,PRD0903942
0.058815785,0.057938848,0.07170753,0.04548489,0.09646476,0.058069512,0.07531263,-0.04968546,-0.021103038,0.08279753,PRD0903967
0.015518373,0.03835955,0.050324656,0.070185766,0.056474313,-0.008728678,0.060779937,0.09237605,0.005922029,0.025014833,PRD0903972
0.02945978,0.02852542,0.011028336,0.10366897,0.0553381,0.0482488,0.013161492,0.05038244,-0.012765223,0.089156725,PRD0903976
0.17072634,0.12274258,0.1425083,0.024624646,0.09582372,0.1253194,0.08275153,0.1583717,-0.06784069,0.0041816323,PRD0903986
-0.015624331,0.052155614,0.15240878,-0.096952915,0.11180906,0.033889107,0.08295988,0.12008863,0.050159305,0.08305749,PRD0904005
0.07822413,0.010711196,-0.025160348,0.058968566,0.010753273,0.019131694,-0.010685563,0.02535851,-0.044634495,0.0103139235,PRD0904089
0.26352966,0.114234135,0.023505675,0.2810264,0.056968886,0.24858272,0.112998135,0.06642642,0.16568702,0.2107339,PRD0904157
0.08367827,-0.032706965,0.008424946,-0.00058025593,-0.009464792,0.02740628,-0.0014101223,0.045802373,0.0054400275,0.038527153,PRD0904161
0.025217561,-0.015505174,0.03948691,0.0076253917,0.02449367,0.0068607554,0.03309079,-0.005990921,-0.012412614,0.031801626,PRD0904174
0.08517877,0.030431688,0.046447325,0.019639034,0.0024418784,0.097044416,-0.0085834125,0.05441984,0.0370163,0.059407096,PRD0904192
0.09754749,0.05592822,0.08350679,0.06643183,0.05155084,0.061931606,0.07001371,0.045577187,-0.01687493,0.07082748,PRD0904194
-0.014348789,-0.0003262244,0.086917676,0.14721863,0.09788904,0.06884501,0.10665377,0.062923245,0.07968993,-0.01102511,PRD0904235
0.024753166,-0.019300135,0.037552163,0.02570574,-0.024924932,0.023767801,0.045887876,0.01853492,0.005455733,0.070733756,PRD0904243
0.014752097,0.08289335,0.02628389,0.03790558,0.04075702,-0.039796118,0.017177876,-0.01828997,0.15833889,0.055548254,PRD0904247
0.051192824,-0.0023814596,0.018595323,0.014268721,0.03734456,0.032113995,0.019553652,0.027373748,0.0074526854,0.013297627,PRD0904265
0.011844709,0.013527075,0.041617524,0.03219647,0.0065773707,0.067978695,-0.004482863,0.05364079,0.010061985,0.02052827,PRD0904321
0.029781587,0.11037194,0.020879773,0.1912669,0.29908407,-0.021918993,0.023725966,0.09189647,0.14614806,0.099886745,PRD0904325
0.021095566,0.0483454,0.054935183,0.018939286,-0.035245016,0.09320916,-0.029603614,0.012664211,-0.036174435,0.05396776,PRD0904345
-0.008817684,0.038158804,0.010867294,0.0078104874,-0.00011157275,0.0240247,0.089178205,-0.0044034515,0.19011012,0.06129654,PRD0904394
-0.0606897,-0.039944828,0.09482523,0.07037188,0.03495866,-0.026398735,0.040164977,0.078669034,0.020270266,-0.04191737,PRD0904416
0.009106243,0.02946521,0.17027211,-0.0132057015,0.027155718,0.077497706,0.100147344,-0.015961552,0.060546353,0.10170414,PRD0904420
-0.015737066,0.02997988,0.024967106,-0.013682802,0.053871237,-0.022878218,0.012524637,-0.013553648,0.055497188,0.021672143,PRD0904424
-0.001006816,0.0041923234,-0.000104636994,0.10126011,0.018850636,0.039945647,0.055738613,-0.0013927001,0.03405633,0.027256215,PRD0904430
0.008937647,0.09178793,0.0751453,0.08188149,0.1621331,-0.092982896,0.1391608,0.09415979,0.08063282,0.056642298,PRD0904432
0.05619394,0.028045006,0.016541107,0.03879629,-0.0005058136,0.055162195,-0.010565608,0.011150339,-0.018884633,0.010296293,PRD0904437
0.004110069,-0.011165066,-0.0016659827,0.00791987,-0.0074244193,0.025962068,0.009002942,-0.0060324525,0.067144185,0.038459405,PRD0904487
0.028789723,-0.019064171,0.0023003072,0.12961356,0.10683532,-0.0009717325,0.089759804,0.0004387201,0.07200353,0.11371263,PRD0904494
0.21887605,0.18568397,-0.015734231,0.38388196,0.10541008,0.3157428,0.31120962,0.413288,0.3058521,0.3024063,PRD0904528
0.041594833,0.0058837095,0.0632957,0.008321596,0.038906876,0.08070971,0.13680713,-0.007886306,0.059294123,0.10656742,PRD0904533
0.0781245,0.0792943,0.024658201,-0.009335792,0.08107835,-0.00067099463,0.122262605,0.07900568,0.01580967,0.07229591,PRD0904534
0.022927027,-0.008898804,-0.0031533833,0.037550725,0.010102107,0.120149955,0.031350277,0.06383482,0.049685154,0.1194809,PRD0904565
0.0019201213,0.018601714,0.0004947114,0.057842467,0.03901444,-0.02334214,0.06804598,0.005105761,0.05762565,0.04585075,PRD0904567
0.1720716,0.1026739,0.07352437,0.026681993,0.10291436,0.19494417,0.116503395,0.029804919,0.0424064,0.00021582308,PRD0904585
0.024633197,-0.0042849127,0.023402374,0.07883199,0.08549172,0.08833198,0.13142215,-0.0053062667,-0.0019071496,0.004702625,PRD0904618
0.0834809,0.043606825,-0.031948484,0.0634807,0.049153347,0.0785221,0.051445227,0.16544762,0.029539365,0.113535956,PRD0904653
0.22343053,0.11747563,-0.106842645,-0.011522517,0.23177145,0.33824685,-0.008553401,0.15671402,0.046506997,0.19154832,PRD0904686
-0.036714923,0.0647632,0.04947238,0.0011120738,0.037545986,0.023555737,0.0544253,-0.002426926,0.08275281,0.039814014,PRD0904797
-0.024321876,0.15923393,-0.047147356,0.16463323,-0.03030661,-0.0103948815,0.11792336,0.08404394,0.008875943,0.00020500601,PRD0904799
-0.010805391,0.014180206,0.026372539,-0.010549095,0.016305242,0.0013948835,-0.0074241245,0.0061939596,0.03549023,0.049728792,PRD0904806
0.02037756,0.023605365,-0.047345616,0.07208604,0.05877199,-0.005387076,0.049822878,0.046372376,0.06751779,0.01778114,PRD0904813
-0.025572363,0.014406588,0.000969853,0.10104598,0.06818163,-0.041989505,0.08696417,-0.025254656,0.0042231316,0.038923264,PRD0904891
0.016226191,0.0244478,0.05318503,0.012308594,0.0063882745,0.07116159,-0.0039339024,-0.0034699307,-0.018147308,0.019259753,PRD0904904
0.04525437,0.039644893,0.016268093,0.08867002,-0.0039033238,0.08379162,0.031725675,-0.04850488,0.010984093,0.05213546,PRD0904939
0.09816822,0.0026561033,0.0059037735,0.024620598,0.022260854,0.12575926,0.033072162,-0.0035621005,0.024479449,0.05933181,PRD0904951
0.27348918,0.12041075,0.055537388,0.13697194,0.3097518,0.06322447,0.2471162,0.119120434,0.18598446,0.14474545,PRD0904957
0.22779413,0.058145497,0.010895584,0.06400867,0.14635202,-0.101107374,0.0045325626,0.07147513,0.075369745,0.009161193,PRD0904965
0.034292642,0.117814764,0.09367769,0.07803522,0.03593174,-0.07908747,0.12686478,0.0375316,0.023816694,-0.103577316,PRD0904994
0.07102581,0.06189122,0.09395486,-0.06341261,0.10225162,-0.1479699,0.1636641,0.047957037,0.033844706,0.12750588,PRD0900296
-0.0050761863,0.03993301,-0.02590228,0.025643058,0.017505359,0.07254415,0.02378467,0.028112404,0.045057863,0.009558984,PRD0904094
0.021764474,-0.017000139,-0.027779538,0.075873725,0.015995082,0.068339124,0.047226213,-0.038030453,0.02599862,0.008871092,PRD0903877
-0.0062901704,-0.007746345,0.013419848,0.032086384,0.01562431,-0.031961005,0.016387535,0.025513899,0.041812275,0.04301109,PRD0901112
-0.0333169,0.010457402,0.04781902,0.020820731,0.026293792,0.043011423,0.029063888,0.0016966346,0.04002087,0.011086643,PRD0904922
0.09905838,0.10180198,-0.08678317,0.124157116,0.11017127,0.08011747,0.038886685,0.02918582,0.075260304,0.12634596,PRD0904707
0.019695308,0.032709774,0.004118062,0.016106965,0.0076350435,0.013490448,0.025921859,0.015728598,0.059659254,0.042494316,PRD0900401
0.02797048,0.022541335,4.8840004e-05,0.039524887,0.009849659,0.053344548,0.014939768,0.014043621,0.0050114845,0.030433493,PRD0901668
0.10562404,0.1263611,0.0027132886,0.04213719,-0.016197192,0.094157495,0.09161451,0.11151534,0.06298,0.06156959,PRD0904319
-0.0017703485,0.0059730755,-0.0019373546,0.0026766316,0.00497897,-0.0018613203,0.0040381136,0.0051357932,0.003944801,-0.0003553574,PRD0904934
0.042270135,-0.00048592704,0.08467023,0.109626964,0.058333375,0.07229412,0.08005791,0.09246121,0.11993065,0.06759212,PRD0900284
-0.04486868,0.08997795,0.07317617,0.1321855,0.001985724,-0.049823947,0.16171649,0.06495404,0.007023207,-0.06493077,PRD0900363
0.00853216,0.07462307,0.1534626,0.024869816,0.08478077,0.14885636,0.21749978,0.069145516,0.1013632,0.08627965,PRD0900468
0.015317034,0.017398925,0.03815677,-0.012010389,-0.02646428,0.061308388,-0.0027380828,0.027014859,0.015096272,0.04056759,PRD0900897
0.004836787,0.006735401,-0.014891373,0.00419034,0.0055024656,0.017588329,-0.0059638545,-0.0032155078,0.0066350894,0.007822564,PRD0900995
-0.007688053,0.054092973,0.094982356,0.010355135,0.0064338874,0.043806437,0.042130087,0.006946505,-0.016610641,0.06660281,PRD0901111
0.040685862,0.054468278,0.087798126,-0.014052156,-0.026296739,0.09827619,0.008279557,0.024763284,-0.0054214234,0.035200864,PRD0901702
0.08440268,-0.033690743,0.038081396,0.11367454,-0.0038072558,-0.07141265,-0.013057462,0.0557619,0.16667452,0.07624724,PRD0901833
0.037217513,0.04295071,0.036253076,0.103722356,0.019087095,0.15313567,0.0781796,0.046833508,0.18393674,0.042805932,PRD0902026
0.09417151,-0.035469037,-0.028985932,0.21291436,0.16031289,0.12169414,0.1507467,-0.005397979,0.046408333,-0.055539418,PRD0902107
0.01123272,0.061181474,0.0031806757,0.08290307,0.062427506,0.09972798,0.021184178,0.061251357,-0.0032667203,0.013828954,PRD0902158
0.10483542,0.06870699,0.19647914,-0.025095306,0.02620392,0.10059731,0.13955869,0.096397035,0.04519162,0.053065952,PRD0902174
0.020155564,0.054210816,0.02275946,0.03759086,0.06103006,0.116002835,0.033932548,0.029182255,0.049965713,0.044211093,PRD0902229
-0.0010921421,0.0049016266,-0.001364915,0.00353607,0.0020483308,-0.00070656027,0.0020178189,0.009018907,0.0039454745,0.003081412,PRD0902490
-0.024023065,0.065385774,0.024654454,0.01800441,0.11105961,-0.045652363,0.0059203226,0.044311937,0.062028438,0.015494301,PRD0902516
0.1121647,0.024755774,0.055193573,0.023505315,-0.018096734,0.1077906,-0.0021863286,0.072664365,-0.048813347,0.063378416,PRD0902708
-0.0026767654,0.06919852,0.007656386,0.058286693,0.007323194,0.058423202,0.0038557355,0.03658022,0.073643096,0.0149735,PRD0902822
0.022909742,-0.0028984922,-0.020774974,0.050236348,0.05452888,0.05152559,0.07519247,0.02628178,-0.018851385,-0.033818822,PRD0903091
-0.030828793,0.050651763,0.02129899,0.117402315,-0.019015227,0.08232369,-0.040136807,0.09068031,-0.041737977,0.14185219,PRD0903215
0.18926911,0.069897376,-0.09134969,0.15786636,0.104445994,0.11688415,-0.012261428,0.109339416,0.08208879,0.0024483027,PRD0903328
0.08480758,-0.023772676,0.0059598633,0.059196003,-0.00971105,0.052762117,0.086450726,0.0113849025,0.079055846,0.054139324,PRD0903353
0.014575386,-0.019698843,0.05684368,0.06325415,0.032341298,-0.012058717,0.018276056,0.06594256,0.071487546,0.0239314,PRD0903473
-0.0024236885,0.01234189,0.060493108,0.01466203,-0.0045720865,0.011844337,0.04160222,0.039970033,0.020536076,0.0434101,PRD0903508
0.09932641,0.015123996,0.026325572,0.06269994,0.18042657,0.034219287,0.18361327,0.17854063,0.09250111,0.0996714,PRD0903569
0.02390205,0.027744776,0.050417215,0.062114637,0.040737014,0.026502961,0.008957061,0.024121761,0.031867392,0.060846385,PRD0903712
0.037597295,0.083012976,0.15329774,0.026218701,0.15454896,0.097925924,0.18937206,0.012701034,0.20483758,0.088095516,PRD0903801
-0.015594558,0.06387246,0.017663412,-0.004746635,0.06965245,-0.016901664,0.019178795,0.023470152,0.041516375,0.0059026824,PRD0904049
0.015665594,0.030741028,0.072511226,-0.008182181,-0.0091534695,0.07083753,0.0387022,-0.018298926,-0.012171395,0.050855756,PRD0904075
0.06411125,0.0783083,0.04240903,0.016351655,0.03750255,0.03155433,-0.016722811,0.06066896,-0.0022263236,0.023616662,PRD0904193
0.12033196,0.11917974,0.22205845,0.10831139,0.34782833,-0.06132164,0.33048487,0.1413584,0.17992495,0.13092333,PRD0904223
-0.045013517,0.13855045,0.13110672,-0.019147024,0.21585375,0.07398881,-0.0020168435,0.06402725,0.148082,0.09004845,PRD0904355
0.026961489,0.05380334,0.121393345,0.01849711,0.09299166,-0.005267682,0.12560064,0.16440429,0.24710326,0.22713007,PRD0904411
0.0534981,0.06108635,0.12397549,-0.027202036,0.037809066,0.015310913,0.089082144,0.0061281896,-0.0076561673,0.024383074,PRD0904459
0.027113998,0.04505129,0.072699696,-0.035518806,0.06433652,-0.06996504,0.023629095,0.035585318,0.020272095,-0.02945339,PRD0904574
0.020734679,0.010132965,-0.0016116586,0.009675701,0.015497057,0.018660024,0.0106621925,0.001931488,0.0077046636,0.006067166,PRD0904575
-0.04397003,0.09681792,0.12000077,-0.056027904,0.029574655,0.024323221,-0.020827599,-0.019648945,0.109781966,0.026693346,PRD0904601
0.03740711,0.015623976,-0.044576216,0.070182815,0.03910715,0.052537147,0.007206548,0.012769436,0.0038510677,0.044385627,PRD0902541
0.059836593,0.021636283,0.019906566,0.023614125,-5.6406454e-05,-0.006988223,0.017404394,0.007825011,0.02691846,0.0118110115,PRD0902923
-0.007749482,0.047102675,0.0020375622,0.024951262,0.008018702,0.028812183,0.058763873,0.014413606,0.03766168,0.01017156,PRD0903620
-0.038469207,0.094312824,-0.08644514,0.014691136,0.03169888,0.024697522,0.08262266,0.1403454,0.05406629,-0.0028496177,PRD0904840
0.0256262,0.051339123,0.09120064,0.041068293,0.05316285,0.03306898,0.11605587,0.094233155,0.0029010938,0.038510364,PRD0904917
0.06504229,0.05284141,-0.007395973,-0.011108157,0.1207199,-0.02068801,0.19121492,0.07042113,0.13302344,0.09454985,PRD0904780
-0.004122948,0.008309559,0.028438302,-0.003863633,0.01495549,-0.012154457,0.035016917,0.0061697443,0.017225958,0.009416856,PRD0900200
-0.012148411,0.09078865,0.061242405,0.1012782,0.062181346,0.08025579,0.15819438,0.17197485,0.10250052,0.0012946156,PRD0903774
0.004107875,0.06843861,-0.044325482,-0.023157336,-0.000704554,-0.0032131406,0.04151611,0.05073347,0.0483479,-0.008704352,PRD0900220
0.0060682613,0.008749581,0.003128004,0.004614003,0.0028940812,0.0042941323,0.0032389914,0.0030415698,0.00051038014,0.0063849688,PRD0901773
0.0003170635,0.023770355,0.051406335,0.026044045,0.006733419,0.040011022,0.049926102,0.013883661,0.016294498,0.005909853,PRD0902601
0.01104591,0.08860965,0.0789296,0.0827913,0.1284176,-0.008020983,0.011339642,0.01465294,0.15733024,0.086878516,PRD0903297
0.01715689,0.0056912242,-0.020477694,0.0036244772,-0.0017062011,0.0074616116,-0.0066678463,0.03594717,0.0119482465,0.03472547,PRD0903399
